crop,state,season,area_hectares,production_tons,rainfall_mm,fertilizer_kg_ha
Chickpea,Uttar Pradesh,Rabi,22.58,43.53,442.1,39.0
Banana,Haryana,Kharif,6.93,292.19,1597.2,208.7
Potato,Uttar Pradesh,Whole Year,46.28,743.59,515.8,138.4
Grapes,Tamil Nadu,Rabi,30.66,480.28,656.0,102.5
Potato,Gujarat,Kharif,17.28,360.95,478.9,134.7
Rice,Karnataka,Rabi,40.3,93.46,689.8,84.3
Apple,Gujarat,Whole Year,46.24,491.77,957.9,61.5
Maize,Maharashtra,Kharif,5.38,21.18,872.9,104.5
Wheat,Goa,Rabi,25.53,106.05,726.7,149.4
Banana,Madhya Pradesh,Rabi,1.31,53.39,1163.7,218.4
Banana,Karnataka,Rabi,42.21,1165.14,953.2,160.7
Potato,Haryana,Zaid,12.22,197.84,522.5,127.8
Rice,Madhya Pradesh,Whole Year,29.44,92.13,938.9,138.0
Rice,Tamil Nadu,Kharif,46.72,132.07,884.6,111.2
Tomato,Gujarat,Zaid,28.85,531.38,760.4,119.7
Potato,Uttar Pradesh,Rabi,42.36,687.72,382.9,174.2
Potato,Tamil Nadu,Whole Year,23.54,429.16,459.1,195.3
Chickpea,Haryana,Whole Year,45.71,91.44,247.7,20.0
Cotton,Madhya Pradesh,Rabi,22.78,38.1,820.1,94.3
Potato,Punjab,Zaid,44.0,984.06,773.6,159.0
Chickpea,Haryana,Kharif,8.46,15.68,280.6,66.7
Grapes,Maharashtra,Kharif,11.46,134.85,380.8,156.7
Chickpea,Punjab,Kharif,16.14,24.74,581.4,72.2
Cotton,Tamil Nadu,Rabi,6.0,15.33,814.3,109.9
Banana,Madhya Pradesh,Rabi,48.36,1902.17,1296.8,184.1
Potato,Tamil Nadu,Zaid,35.83,571.37,602.7,141.2
Grapes,Karnataka,Whole Year,17.22,242.52,632.0,181.3
Maize,Karnataka,Kharif,11.71,53.26,719.0,92.1
Apple,Karnataka,Kharif,39.85,508.15,1177.1,66.6
Grapes,Maharashtra,Zaid,39.81,610.23,635.4,151.7
Cotton,Tamil Nadu,Rabi,39.52,90.18,952.7,86.3
Chickpea,Karnataka,Whole Year,15.73,29.68,384.9,69.2
Potato,Madhya Pradesh,Zaid,33.78,540.84,782.5,129.9
Tomato,Goa,Whole Year,25.96,523.46,702.8,151.9
Tomato,Uttar Pradesh,Rabi,48.14,1303.77,702.5,178.1
Apple,Karnataka,Kharif,37.0,377.51,925.4,79.5
Wheat,Tamil Nadu,Whole Year,22.28,88.85,497.6,140.5
Banana,Haryana,Whole Year,1.44,56.34,1101.8,229.7
Rice,Rajasthan,Kharif,8.43,23.23,1016.9,100.8
Tomato,Punjab,Whole Year,8.99,244.32,737.7,143.4
Banana,Maharashtra,Kharif,45.3,1763.88,1448.2,202.5
Wheat,Punjab,Zaid,22.43,100.08,730.9,120.3
Banana,Madhya Pradesh,Whole Year,28.53,943.72,1270.6,183.9
Wheat,Madhya Pradesh,Rabi,43.61,193.1,640.4,80.3
Maize,Maharashtra,Zaid,38.76,174.75,763.3,155.9
Banana,Goa,Kharif,10.94,507.65,1327.5,220.9
Apple,Madhya Pradesh,Whole Year,0.86,9.11,875.2,98.9
Tomato,Madhya Pradesh,Kharif,17.21,406.47,517.8,173.4
Tomato,Haryana,Kharif,1.62,38.37,837.8,174.7
Potato,Gujarat,Kharif,11.33,208.99,730.8,188.3
Tomato,Gujarat,Whole Year,33.09,737.95,618.0,145.3
Chickpea,Gujarat,Kharif,44.28,95.42,612.5,25.0
Wheat,Goa,Rabi,41.51,157.76,472.2,108.0
Banana,Punjab,Rabi,16.63,502.77,1441.4,222.1
Potato,Rajasthan,Zaid,21.25,291.44,560.1,142.0
Wheat,Gujarat,Zaid,6.96,26.54,564.2,117.9
Cotton,Karnataka,Rabi,43.79,105.21,1231.1,51.4
Maize,Madhya Pradesh,Kharif,34.35,143.59,535.3,112.8
Apple,Goa,Zaid,36.93,330.72,616.7,95.9
Tomato,Maharashtra,Zaid,22.47,584.49,1041.6,179.9
Potato,Goa,Zaid,25.09,467.52,576.6,177.6
Maize,Punjab,Kharif,42.33,235.49,949.4,137.3
Potato,Maharashtra,Rabi,30.25,536.46,590.0,123.3
Chickpea,Goa,Whole Year,27.53,55.87,508.2,43.5
Banana,Punjab,Kharif,9.8,369.29,1452.9,225.1
Rice,Madhya Pradesh,Rabi,29.63,127.61,1053.7,85.9
Cotton,Uttar Pradesh,Kharif,33.44,81.77,903.0,78.1
Maize,Punjab,Kharif,43.77,160.19,701.0,114.8
Cotton,Maharashtra,Kharif,1.09,1.86,633.2,33.0
Potato,Gujarat,Zaid,0.56,9.8,584.5,177.4
Potato,Madhya Pradesh,Kharif,32.05,685.76,698.5,127.7
Apple,Madhya Pradesh,Kharif,21.55,222.17,990.9,126.6
Banana,Punjab,Kharif,42.27,1832.04,1492.1,191.2
Chickpea,Punjab,Kharif,41.23,73.62,441.7,20.0
Rice,Punjab,Rabi,13.92,42.52,653.6,100.9
Chickpea,Goa,Zaid,12.45,19.54,332.4,30.3
Potato,Tamil Nadu,Whole Year,37.63,582.77,598.6,146.7
Apple,Punjab,Whole Year,31.87,365.83,636.4,94.5
Potato,Maharashtra,Whole Year,37.39,660.94,556.6,78.6
Grapes,Rajasthan,Rabi,29.95,517.81,757.5,113.5
Potato,Gujarat,Rabi,44.38,316.68,577.3,67.3
Banana,Goa,Kharif,19.52,424.46,1198.9,197.0
Banana,Tamil Nadu,Rabi,2.84,97.58,1242.9,248.1
Maize,Maharashtra,Whole Year,29.95,101.64,430.7,146.6
Wheat,Tamil Nadu,Whole Year,13.85,56.28,770.2,72.5
Potato,Tamil Nadu,Rabi,21.34,435.06,645.2,166.5
Wheat,Rajasthan,Rabi,30.6,126.36,540.6,132.0
Rice,Haryana,Rabi,37.38,131.95,993.0,104.8
Cotton,Tamil Nadu,Whole Year,42.26,68.55,578.3,92.8
Banana,Goa,Rabi,23.0,908.13,1154.0,227.1
Maize,Haryana,Zaid,46.3,146.34,479.0,82.7
Grapes,Gujarat,Whole Year,30.72,531.28,550.2,134.4
Grapes,Rajasthan,Whole Year,42.2,729.75,927.3,144.5
Maize,Punjab,Rabi,20.45,60.16,858.4,49.7
Tomato,Haryana,Zaid,36.2,1033.84,633.8,165.8
Wheat,Uttar Pradesh,Zaid,12.51,51.02,388.7,166.0
Chickpea,Madhya Pradesh,Kharif,45.75,86.91,579.5,56.1
Rice,Maharashtra,Rabi,7.57,24.27,892.4,94.4
Tomato,Haryana,Kharif,14.98,318.04,814.2,190.9
Tomato,Gujarat,Zaid,0.68,17.18,692.0,176.2
Wheat,Gujarat,Whole Year,33.64,165.58,446.2,193.2
Apple,Gujarat,Whole Year,11.77,135.9,883.2,81.4
Potato,Punjab,Whole Year,44.38,842.98,969.5,145.2
Chickpea,Gujarat,Zaid,49.75,91.27,200.0,64.7
Tomato,Gujarat,Whole Year,32.9,475.49,670.9,188.6
Maize,Gujarat,Kharif,49.62,230.78,702.6,109.0
Rice,Haryana,Zaid,41.33,138.15,943.0,170.3
Apple,Uttar Pradesh,Whole Year,20.06,246.12,929.7,70.8
Chickpea,Haryana,Rabi,24.43,47.39,566.8,36.4
Wheat,Haryana,Kharif,40.22,143.07,364.6,131.1
Grapes,Madhya Pradesh,Rabi,9.81,131.43,685.4,79.3
Banana,Uttar Pradesh,Rabi,8.1,309.0,1275.6,204.7
Tomato,Maharashtra,Rabi,20.02,346.16,757.3,157.2
Wheat,Rajasthan,Whole Year,3.89,13.42,507.6,115.4
Tomato,Tamil Nadu,Rabi,37.52,863.25,651.2,181.5
Wheat,Goa,Kharif,24.47,114.96,611.9,132.9
Banana,Gujarat,Whole Year,26.19,1025.87,884.1,217.4
Wheat,Haryana,Zaid,13.36,58.26,427.7,168.2
Cotton,Punjab,Whole Year,19.59,32.62,507.7,67.7
Banana,Rajasthan,Whole Year,30.88,878.91,1146.8,186.5
Apple,Uttar Pradesh,Zaid,44.6,453.5,898.3,81.7
Maize,Tamil Nadu,Whole Year,17.53,104.17,802.2,123.6
Rice,Rajasthan,Kharif,11.77,40.13,1036.5,148.1
Chickpea,Karnataka,Rabi,28.22,48.37,499.0,57.3
Grapes,Gujarat,Kharif,48.31,680.9,440.3,159.6
Maize,Gujarat,Kharif,30.47,125.91,656.9,123.9
Rice,Uttar Pradesh,Rabi,4.54,17.98,874.7,116.6
Wheat,Punjab,Rabi,4.92,20.18,547.7,104.5
Apple,Madhya Pradesh,Whole Year,22.76,223.81,911.0,76.3
Tomato,Goa,Whole Year,3.34,67.62,579.2,194.8
Banana,Gujarat,Zaid,8.61,336.42,996.3,169.4
Tomato,Maharashtra,Zaid,35.07,721.4,771.0,173.6
Apple,Gujarat,Whole Year,2.7,36.53,776.4,122.7
Chickpea,Haryana,Kharif,33.19,62.2,353.3,28.2
Rice,Goa,Rabi,39.45,126.01,1089.6,141.6
Cotton,Tamil Nadu,Kharif,24.0,45.26,823.5,78.8
Cotton,Maharashtra,Whole Year,3.89,7.22,439.7,124.3
Banana,Uttar Pradesh,Kharif,22.77,507.81,773.4,187.3
Apple,Haryana,Kharif,31.16,474.33,904.5,115.6
Rice,Karnataka,Rabi,26.03,104.2,1065.0,158.6
Maize,Punjab,Whole Year,8.94,25.33,301.7,111.6
Wheat,Tamil Nadu,Kharif,30.13,129.7,592.4,132.5
Rice,Rajasthan,Whole Year,47.6,203.24,1140.6,97.7
Chickpea,Karnataka,Zaid,45.42,82.36,598.4,73.4
Wheat,Rajasthan,Zaid,13.87,63.09,521.9,156.9
Wheat,Uttar Pradesh,Whole Year,22.88,80.88,481.8,139.1
Chickpea,Tamil Nadu,Zaid,39.03,68.43,598.0,47.9
Rice,Gujarat,Zaid,20.18,72.96,1110.6,142.3
Potato,Uttar Pradesh,Whole Year,45.72,1053.26,546.7,184.7
Banana,Rajasthan,Rabi,29.68,922.36,1197.6,210.9
Tomato,Gujarat,Rabi,15.5,272.01,719.4,157.8
Wheat,Punjab,Rabi,24.39,101.55,379.4,124.6
Maize,Goa,Zaid,33.94,180.61,516.0,142.7
Chickpea,Tamil Nadu,Kharif,40.78,78.06,303.7,46.8
Apple,Punjab,Zaid,26.25,287.68,887.7,88.8
Wheat,Haryana,Zaid,15.6,59.21,608.6,109.6
Cotton,Uttar Pradesh,Whole Year,38.25,64.98,882.7,54.1
Wheat,Madhya Pradesh,Rabi,37.43,122.26,678.9,101.2
Potato,Punjab,Zaid,18.05,281.57,693.4,92.1
Rice,Tamil Nadu,Rabi,18.66,65.95,952.8,114.6
Wheat,Rajasthan,Zaid,38.08,122.98,721.4,111.2
Potato,Madhya Pradesh,Zaid,43.48,733.44,696.3,161.1
Potato,Tamil Nadu,Rabi,15.74,239.67,752.6,124.4
Grapes,Maharashtra,Zaid,38.66,588.45,783.1,124.8
Apple,Haryana,Rabi,36.93,402.98,1162.1,55.1
Apple,Rajasthan,Zaid,48.42,630.48,938.4,89.9
Potato,Uttar Pradesh,Whole Year,22.57,466.06,351.0,199.0
Rice,Maharashtra,Zaid,5.03,20.23,979.4,138.6
Chickpea,Tamil Nadu,Kharif,20.08,45.07,242.7,73.4
Potato,Gujarat,Zaid,37.15,556.12,429.7,111.0
Chickpea,Karnataka,Whole Year,34.67,67.25,403.8,98.1
Potato,Gujarat,Zaid,31.85,505.27,555.0,185.8
Grapes,Karnataka,Rabi,8.66,136.59,855.6,129.6
Banana,Madhya Pradesh,Kharif,43.84,1585.17,1310.7,248.3
Apple,Punjab,Zaid,44.51,461.44,772.0,101.3
Cotton,Karnataka,Rabi,43.46,133.76,952.8,202.0
Grapes,Madhya Pradesh,Whole Year,15.91,287.41,885.4,124.4
Apple,Gujarat,Zaid,25.25,289.25,1175.0,147.0
Apple,Haryana,Kharif,3.01,27.37,749.4,72.3
Apple,Rajasthan,Whole Year,13.35,208.51,815.0,108.1
Banana,Uttar Pradesh,Whole Year,27.81,1351.2,1199.0,247.6
Apple,Goa,Kharif,25.02,226.0,832.4,137.2
Grapes,Punjab,Zaid,31.3,465.35,553.3,134.6
Cotton,Karnataka,Whole Year,4.16,9.94,809.5,92.2
Apple,Karnataka,Zaid,38.18,408.66,961.7,69.7
Cotton,Punjab,Rabi,21.14,40.43,943.6,95.0
Rice,Haryana,Rabi,15.64,49.46,982.2,113.0
Apple,Punjab,Whole Year,36.84,410.81,791.9,122.5
Chickpea,Haryana,Rabi,31.56,53.39,613.8,32.3
Wheat,Maharashtra,Whole Year,17.84,78.55,796.4,141.5
Cotton,Goa,Zaid,22.69,64.14,1050.7,117.8
Banana,Madhya Pradesh,Zaid,9.46,276.46,1296.3,199.6
Banana,Gujarat,Rabi,17.19,764.02,1109.3,180.5
Grapes,Maharashtra,Rabi,3.9,44.79,525.9,119.7
Potato,Karnataka,Zaid,42.35,912.8,621.4,164.0
Tomato,Tamil Nadu,Whole Year,18.48,345.73,542.9,176.8
Banana,Haryana,Zaid,33.85,1465.76,1169.5,234.1
Chickpea,Uttar Pradesh,Zaid,34.83,56.65,304.9,46.3
Chickpea,Tamil Nadu,Kharif,24.88,42.83,365.2,25.8
Potato,Goa,Kharif,38.06,651.82,361.5,162.8
Banana,Uttar Pradesh,Rabi,1.51,50.81,1102.7,185.3
Wheat,Rajasthan,Rabi,24.11,116.96,707.3,116.2
Chickpea,Rajasthan,Rabi,14.86,23.87,375.8,79.5
Chickpea,Haryana,Rabi,11.26,18.36,427.4,52.1
Maize,Gujarat,Zaid,46.27,170.77,693.8,80.6
Banana,Maharashtra,Zaid,15.13,651.06,1299.8,217.2
Rice,Gujarat,Rabi,40.49,119.88,1060.2,88.5
Chickpea,Punjab,Whole Year,30.34,59.04,385.7,20.0
Maize,Gujarat,Whole Year,49.13,234.03,934.8,100.7
Wheat,Maharashtra,Zaid,45.58,200.41,674.0,120.1
Grapes,Gujarat,Zaid,29.93,483.05,928.8,116.7
Apple,Rajasthan,Whole Year,29.71,406.23,771.7,100.5
Apple,Rajasthan,Zaid,1.18,13.85,994.4,112.9
Potato,Uttar Pradesh,Zaid,6.15,108.77,736.8,170.9
Apple,Maharashtra,Zaid,10.94,94.44,987.2,64.6
Potato,Madhya Pradesh,Kharif,8.49,178.84,532.9,153.8
Rice,Haryana,Kharif,15.63,52.14,1166.1,110.2
Wheat,Karnataka,Whole Year,26.56,104.38,809.1,155.0
Potato,Madhya Pradesh,Rabi,1.82,37.62,1012.3,157.3
Apple,Goa,Zaid,33.91,425.09,1018.3,101.5
Wheat,Haryana,Zaid,32.29,85.9,669.8,87.3
Cotton,Gujarat,Zaid,18.37,39.61,981.1,79.6
Apple,Rajasthan,Whole Year,44.77,471.32,1031.9,82.7
Maize,Gujarat,Whole Year,11.97,46.44,741.2,79.4
Cotton,Maharashtra,Kharif,5.22,11.9,895.5,58.9
Apple,Punjab,Rabi,10.59,132.09,856.3,91.0
Wheat,Madhya Pradesh,Rabi,49.17,225.21,457.6,159.8
Chickpea,Punjab,Zaid,40.94,79.12,581.9,64.1
Wheat,Maharashtra,Rabi,9.75,38.42,430.6,107.2
Maize,Tamil Nadu,Kharif,2.23,11.14,627.4,155.5
Wheat,Gujarat,Zaid,6.71,32.63,516.6,121.8
Wheat,Punjab,Rabi,30.21,108.33,313.8,149.1
Wheat,Gujarat,Kharif,35.69,128.04,521.3,161.4
Maize,Punjab,Rabi,8.14,38.97,805.5,89.5
Cotton,Maharashtra,Kharif,48.46,131.75,1171.3,90.4
Wheat,Gujarat,Kharif,47.1,151.63,377.6,123.9
Rice,Goa,Kharif,2.69,11.73,926.7,128.4
Tomato,Tamil Nadu,Kharif,39.24,798.58,845.0,196.7
Apple,Gujarat,Kharif,35.53,400.12,1088.4,83.2
Chickpea,Karnataka,Rabi,4.01,7.83,521.2,78.1
Maize,Goa,Zaid,47.88,198.89,685.9,92.4
Apple,Haryana,Whole Year,30.98,361.47,767.1,125.8
Tomato,Tamil Nadu,Zaid,22.43,442.02,849.4,161.1
Chickpea,Karnataka,Whole Year,32.38,43.28,551.1,20.0
Potato,Gujarat,Rabi,16.37,243.11,576.6,182.1
Grapes,Rajasthan,Whole Year,41.94,574.47,706.9,128.0
Grapes,Karnataka,Whole Year,28.62,431.0,761.0,140.5
Rice,Goa,Whole Year,15.29,61.65,955.2,96.6
Maize,Karnataka,Whole Year,47.06,228.67,397.0,152.1
Potato,Gujarat,Zaid,30.66,536.21,738.6,156.3
Rice,Punjab,Whole Year,14.7,40.99,1087.7,75.8
Cotton,Uttar Pradesh,Zaid,42.52,89.93,602.2,55.3
Wheat,Maharashtra,Whole Year,24.05,109.92,617.4,133.5
Potato,Maharashtra,Rabi,44.47,719.7,589.4,139.5
Chickpea,Punjab,Rabi,29.36,53.08,304.9,44.7
Chickpea,Karnataka,Whole Year,41.71,90.79,327.5,76.9
Rice,Punjab,Rabi,41.69,111.12,1036.2,122.8
Tomato,Haryana,Rabi,38.0,864.88,771.6,114.8
Banana,Punjab,Rabi,8.33,335.8,1450.5,183.2
Potato,Karnataka,Zaid,47.74,1140.76,604.6,127.3
Chickpea,Maharashtra,Rabi,16.83,27.73,529.2,20.0
Banana,Maharashtra,Whole Year,44.81,1622.45,1390.1,217.7
Potato,Goa,Kharif,44.77,939.55,933.2,178.0
Banana,Maharashtra,Zaid,1.22,43.36,1111.4,219.6
Tomato,Karnataka,Kharif,3.74,99.37,869.5,155.6
Cotton,Punjab,Zaid,26.88,76.47,1030.0,87.3
Apple,Rajasthan,Kharif,24.5,272.66,822.6,121.2
Rice,Haryana,Rabi,5.16,14.82,1142.4,99.7
Wheat,Haryana,Whole Year,35.89,159.16,337.8,146.9
Wheat,Uttar Pradesh,Kharif,3.21,15.82,700.0,130.4
Banana,Haryana,Whole Year,16.4,665.31,1419.1,235.9
Chickpea,Tamil Nadu,Kharif,7.05,7.38,292.1,21.0
Apple,Karnataka,Whole Year,6.02,62.48,910.3,72.9
Maize,Uttar Pradesh,Whole Year,31.05,126.18,773.9,105.5
Chickpea,Goa,Kharif,13.4,19.46,442.0,22.0
Potato,Madhya Pradesh,Kharif,44.2,800.57,801.4,143.2
Banana,Haryana,Zaid,3.26,121.64,1414.7,244.3
Cotton,Goa,Whole Year,22.37,54.88,792.1,62.2
Tomato,Rajasthan,Rabi,0.99,26.08,886.2,147.7
Cotton,Maharashtra,Zaid,36.2,82.64,698.6,70.6
Wheat,Karnataka,Rabi,24.11,89.1,397.1,133.8
Grapes,Madhya Pradesh,Zaid,10.11,157.84,415.3,138.2
Chickpea,Tamil Nadu,Kharif,13.29,21.47,200.0,38.0
Maize,Haryana,Rabi,22.17,88.57,953.3,91.5
Banana,Uttar Pradesh,Rabi,7.15,217.47,1276.2,172.6
Tomato,Gujarat,Whole Year,45.31,825.22,826.4,140.5
Chickpea,Haryana,Whole Year,34.24,68.08,708.9,20.0
Rice,Maharashtra,Zaid,15.92,59.2,999.5,113.4
Chickpea,Gujarat,Whole Year,40.47,77.91,336.6,74.3
Cotton,Haryana,Whole Year,42.91,93.48,771.7,77.3
Apple,Rajasthan,Whole Year,3.2,42.46,1010.3,99.8
Banana,Punjab,Kharif,21.04,595.04,996.3,162.3
Apple,Madhya Pradesh,Whole Year,18.03,221.09,772.3,145.7
Tomato,Gujarat,Whole Year,48.82,1047.2,666.9,146.6
Rice,Punjab,Rabi,19.93,67.66,1068.4,155.0
Tomato,Madhya Pradesh,Zaid,39.77,922.67,761.8,228.8
Chickpea,Madhya Pradesh,Rabi,32.76,76.59,379.6,85.3
Wheat,Maharashtra,Whole Year,44.09,185.34,714.5,108.2
Apple,Haryana,Kharif,27.71,325.97,1185.3,132.3
Apple,Gujarat,Rabi,15.49,156.76,688.7,131.9
Wheat,Karnataka,Kharif,27.95,110.39,575.5,109.9
Potato,Karnataka,Rabi,40.47,791.74,621.9,145.8
Grapes,Punjab,Kharif,23.56,479.08,814.1,156.7
Cotton,Maharashtra,Rabi,18.56,43.59,721.8,89.5
Tomato,Haryana,Zaid,11.91,278.31,648.2,131.4
Maize,Goa,Rabi,41.99,126.27,518.8,106.9
Tomato,Karnataka,Kharif,36.25,975.4,921.3,161.2
Cotton,Madhya Pradesh,Kharif,12.78,30.37,1101.3,92.8
Tomato,Uttar Pradesh,Whole Year,16.76,298.8,364.9,156.5
Cotton,Madhya Pradesh,Zaid,39.88,86.72,1034.6,111.3
Apple,Rajasthan,Whole Year,24.41,314.0,1057.0,111.6
Banana,Uttar Pradesh,Zaid,15.73,556.69,1237.1,142.9
Rice,Rajasthan,Whole Year,46.2,124.16,961.9,96.3
Grapes,Madhya Pradesh,Whole Year,28.65,394.11,804.1,75.7
Potato,Karnataka,Kharif,29.06,557.21,728.6,189.9
Cotton,Tamil Nadu,Rabi,4.04,10.37,884.9,87.9
Banana,Madhya Pradesh,Whole Year,16.78,599.89,1365.8,208.1
Cotton,Maharashtra,Kharif,48.7,104.79,790.3,65.1
Tomato,Uttar Pradesh,Zaid,1.96,40.83,549.5,130.0
Wheat,Goa,Whole Year,14.2,52.15,475.1,119.8
Chickpea,Gujarat,Whole Year,46.47,79.23,639.3,88.0
Chickpea,Uttar Pradesh,Kharif,14.66,29.08,577.5,36.7
Maize,Punjab,Whole Year,33.57,119.06,529.4,109.0
Potato,Karnataka,Rabi,24.51,548.04,641.5,137.1
Cotton,Tamil Nadu,Kharif,20.36,40.45,646.1,72.8
Rice,Haryana,Rabi,30.59,128.96,783.0,145.8
Apple,Tamil Nadu,Whole Year,13.11,113.01,789.9,95.7
Chickpea,Uttar Pradesh,Whole Year,29.97,56.82,424.3,67.7
Chickpea,Madhya Pradesh,Kharif,12.17,19.01,402.1,27.5
Apple,Maharashtra,Zaid,28.88,254.64,799.6,97.5
Grapes,Maharashtra,Zaid,47.29,781.89,445.5,208.2
Rice,Maharashtra,Kharif,30.7,89.85,700.4,75.7
Cotton,Tamil Nadu,Whole Year,27.4,67.84,989.2,94.4
Maize,Goa,Rabi,13.3,65.62,557.6,106.3
Maize,Gujarat,Zaid,43.87,183.52,513.1,133.2
Cotton,Haryana,Whole Year,34.48,84.01,748.2,93.6
Grapes,Uttar Pradesh,Rabi,38.98,579.37,621.4,160.8
Banana,Tamil Nadu,Zaid,48.58,1917.64,1339.9,237.5
Maize,Tamil Nadu,Zaid,39.5,172.34,751.6,69.3
Apple,Uttar Pradesh,Rabi,22.1,215.09,937.8,31.1
Cotton,Rajasthan,Zaid,18.15,36.97,663.9,84.5
Rice,Karnataka,Whole Year,45.4,189.78,933.0,154.8
Tomato,Punjab,Rabi,4.34,94.91,863.8,139.8
Wheat,Uttar Pradesh,Zaid,16.01,71.35,501.1,138.8
Wheat,Maharashtra,Zaid,25.43,88.52,287.0,65.8
Chickpea,Karnataka,Zaid,9.47,15.48,370.4,20.0
Maize,Haryana,Kharif,44.47,180.84,596.3,89.3
Potato,Haryana,Kharif,10.6,175.73,456.2,175.2
Maize,Gujarat,Rabi,43.49,159.95,336.8,91.7
Banana,Madhya Pradesh,Rabi,31.03,1044.71,1352.5,223.4
Apple,Karnataka,Kharif,9.09,115.92,903.2,68.7
Cotton,Tamil Nadu,Zaid,37.46,98.24,843.4,93.9
Chickpea,Punjab,Whole Year,9.13,19.69,417.0,31.5
Apple,Madhya Pradesh,Kharif,36.53,365.05,709.9,95.1
Rice,Rajasthan,Zaid,6.06,17.7,1053.6,96.5
Banana,Uttar Pradesh,Whole Year,18.43,427.01,1089.6,206.8
Banana,Maharashtra,Rabi,36.66,1411.09,1222.3,207.7
Rice,Uttar Pradesh,Whole Year,25.06,86.97,883.1,103.2
Potato,Karnataka,Whole Year,13.58,278.71,601.7,188.0
Banana,Maharashtra,Rabi,39.16,1452.38,968.5,192.0
Banana,Madhya Pradesh,Rabi,7.18,263.89,1306.6,222.7
Cotton,Gujarat,Zaid,46.06,133.05,934.1,104.9
Apple,Gujarat,Whole Year,29.25,300.47,909.6,124.7
Tomato,Maharashtra,Zaid,21.54,533.45,788.5,163.9
Cotton,Haryana,Rabi,41.0,124.34,785.7,123.8
Chickpea,Haryana,Zaid,35.39,53.45,512.9,20.0
Apple,Rajasthan,Rabi,0.8,6.5,869.7,52.3
Maize,Uttar Pradesh,Whole Year,37.03,180.62,705.2,106.0
Cotton,Goa,Zaid,33.39,72.0,936.3,52.3
Wheat,Rajasthan,Kharif,15.65,52.09,435.2,155.7
Tomato,Rajasthan,Rabi,22.92,480.41,556.2,129.6
Rice,Tamil Nadu,Rabi,20.26,81.03,915.3,156.9
Tomato,Uttar Pradesh,Kharif,9.03,205.05,777.0,121.9
Rice,Maharashtra,Whole Year,8.94,32.1,969.4,83.8
Grapes,Goa,Rabi,44.87,650.53,850.3,66.7
Grapes,Rajasthan,Rabi,26.59,302.66,588.1,157.9
Chickpea,Uttar Pradesh,Rabi,42.5,78.63,437.6,63.4
Chickpea,Punjab,Rabi,48.23,119.53,564.3,77.2
Chickpea,Madhya Pradesh,Rabi,43.63,74.47,346.3,53.8
Maize,Rajasthan,Whole Year,39.91,141.89,852.4,120.4
Banana,Punjab,Zaid,48.25,1750.88,1441.4,200.2
Grapes,Gujarat,Whole Year,41.9,761.85,724.0,163.3
Chickpea,Goa,Whole Year,22.22,37.05,329.2,29.8
Wheat,Maharashtra,Zaid,38.08,144.58,459.5,91.7
Rice,Uttar Pradesh,Rabi,46.68,196.24,1060.4,164.6
Cotton,Karnataka,Zaid,31.31,68.2,655.3,119.1
Banana,Punjab,Rabi,46.82,2105.88,1188.1,260.6
Apple,Karnataka,Kharif,37.41,461.61,678.3,124.1
Banana,Madhya Pradesh,Whole Year,36.11,1149.01,1249.5,203.7
Rice,Haryana,Zaid,4.68,14.87,928.6,92.1
Maize,Karnataka,Whole Year,33.32,188.99,972.6,139.6
Chickpea,Madhya Pradesh,Kharif,14.87,25.07,299.3,71.5
Grapes,Tamil Nadu,Kharif,7.31,117.16,555.1,145.2
Rice,Karnataka,Whole Year,28.87,122.66,1080.4,138.0
Tomato,Madhya Pradesh,Whole Year,31.18,612.17,889.9,137.4
Tomato,Madhya Pradesh,Rabi,23.64,602.94,829.8,136.5
Rice,Uttar Pradesh,Zaid,36.49,136.89,1003.1,132.2
Rice,Uttar Pradesh,Zaid,38.34,103.29,831.1,123.4
Maize,Maharashtra,Rabi,8.22,34.57,712.0,108.0
Rice,Maharashtra,Whole Year,44.27,171.77,967.7,136.9
Apple,Madhya Pradesh,Kharif,3.85,50.22,1173.5,96.4
Tomato,Punjab,Kharif,1.89,45.77,802.8,218.5
Wheat,Goa,Kharif,13.87,41.13,283.6,107.5
Banana,Rajasthan,Zaid,36.32,1137.51,1259.2,178.0
Rice,Gujarat,Zaid,27.73,102.29,1192.3,124.7
Rice,Haryana,Zaid,49.56,178.4,823.6,172.0
Potato,Karnataka,Zaid,6.49,79.34,740.5,136.5
Apple,Karnataka,Kharif,27.78,385.26,883.9,63.9
Potato,Haryana,Zaid,40.19,557.62,397.3,155.6
Grapes,Goa,Whole Year,42.44,581.98,556.8,181.8
Rice,Maharashtra,Whole Year,11.32,51.92,1151.7,156.9
Apple,Maharashtra,Zaid,30.3,328.6,671.2,76.2
Tomato,Goa,Whole Year,43.73,1207.33,804.7,168.4
Grapes,Rajasthan,Whole Year,3.13,36.98,779.0,96.7
Banana,Karnataka,Kharif,29.79,937.7,1128.8,221.4
Grapes,Maharashtra,Kharif,43.96,600.47,433.2,124.8
Cotton,Haryana,Kharif,0.6,1.44,917.9,70.7
Tomato,Uttar Pradesh,Zaid,5.41,140.32,804.9,202.2
Rice,Madhya Pradesh,Rabi,18.99,54.4,905.9,155.0
Maize,Madhya Pradesh,Rabi,1.39,7.67,486.6,115.0
Maize,Goa,Kharif,25.44,126.03,1024.6,146.4
Tomato,Tamil Nadu,Kharif,21.64,542.43,681.1,173.8
Cotton,Gujarat,Rabi,24.3,37.75,418.5,59.6
